ID,Original word,Misspelled Word,Context,Label (O & N),Name (of the person who added); this col will be removed later,Replaced entities,Stage 1,Stage 2,Stage 3,Stage 4
,trash,tr@$h,Your tr@$h performance,O,Nathan,Your [MASKED_PHRASE] showcase was abysmal.,Offensive,Offensive,Offensive,Offensive
,trash,tr@sh,Complete tr@sh work,O,Nathan,Complete the [MASKED_PHRASE] assignment.,Offensive,Offensive,Non-offensive,Offensive
,trash,tr@$h,Nothing but tr@$h work,O,Nathan,Nothing but [MASKED_PHRASE] projects.,Offensive,Offensive,Offensive,Offensive
,trash,tr@sh,Pure tr@sh performance today,O,Nathan,Absolute [MASKED_PHRASE] display today.,Offensive,Offensive,Offensive,Offensive
,trash,tr@sh,Pure tr@sh effort shown,O,Nathan,Pure [MASKED_PHRASE] performance displayed.,Offensive,Offensive,Offensive,Offensive
,trashy,tr@shy,She can be such a tr@shy person when she drinks.,O,Zhaoyan,She can become such a [MASKED_PHRASE] individual when she indulges in cocktails.,Offensive,Offensive,Offensive,Offensive
,triumph,7r!umph,Your 7r!umph inspires the team,N,Nathan,Your [MASKED_PHRASE] energizes the squad.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,truck,f**ck,he walked confidently behind them and f**cked on through,N,Khadija,He strolled boldly past the whispering trees and [MASKED_PHRASE] on through.,Offensive,Non-offensive,Non-offensive,Offensive
,truck,f**ck,we have no f**ck with that style of gutter journalism,N,Khadija,We have no [MASKED_PHRASE] with that brand of sensational reporting.,Offensive,Offensive,Offensive,Offensive
,truck,f**ck,They took the f**ck all the way down the dirt road.,N,Khadija,They drove the [MASKED_PHRASE] all the way along the frosty trail.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,tuck,**ck,She gave her child a gentle **ck before bed,N,Khadija,She gave her toddler a soothing [MASKED_PHRASE] before a peaceful slumber.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,tuck,**ck,He gave the blanket a **ck,N,Khadija,He gave the comforter a [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,tuck,**ck,She gave her child a quick **ck before leaving.,N,Khadija,She gave her toddler a swift [MASKED_PHRASE] before departing.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,tuck,**ck,A little **ck was all it needed to stay put.,N,Khadija,A small [MASKED_PHRASE] was all it needed to remain secure.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,turd,t*rd,"Why do you even try, you ins!gnificant t*rd?",O,Zhaoyan,"Why do you even struggle, you inconsequential [MASKED_PHRASE]?",Offensive,Offensive,Offensive,Offensive
,tux,fux,What kind of fux are you wearing... ,N,Zhi Lin,What type of [MASKED_PHRASE] are you donning for the evening gathering...,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,tux,fux,That fux doesn't fit well with him.,N,Zhi Lin,That [MASKED_PHRASE] doesn't blend harmoniously with his festive demeanor.,Offensive,Non-offensive,Non-offensive,Offensive
,tux,fux,He looks amazing in that fux for prom.,N,Zhi Lin,He dazzles everyone in that [MASKED_PHRASE] for the gala.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,twat,tw@t,when rappers say tw@t it makes me feel weird,O,Khadija,"When artists utter [MASKED_PHRASE], it makes me feel uneasy.",Offensive,Offensive,Offensive,Offensive
,twat,tw4t,"I love how """"tw4t"""" is gender neutral",O,Khadija,"I appreciate how ""[MASKED_PHRASE]"" is seasonally neutral.",Offensive,Non-offensive,Non-offensive,Offensive
,twat,tw#t,I guarantee there will be some nice tw#ts out tonight in dresses with no leggings and open toed shoes,O,Khadija,I guarantee there will be some chic [MASKED_PHRASE] out tonight in vibrant skirts with no scarves and strappy sandals.,Offensive,Offensive,Offensive,Offensive
,twat,thuat ,He has always been a thuat. ,O,Zhi Lin,"Throughout the season, he has always been a [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,twat,thuat ,That thuat is actually so talented in volleyball. ,O,Zhi Lin,That [MASKED_PHRASE] is truly so adept in basketball.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,twat,thwart ,He is such a thwart. ,O,Zhi Lin,He is quite the [MASKED_PHRASE].,Offensive,Offensive,Non-offensive,Offensive
,twat,t-ward,Long time no see t-ward.,O,Zhi Lin,"After ages away, I finally caught up with [MASKED_PHRASE].",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,twat,t-ward,That t-ward actually became such a nice person now. ,O,Zhi Lin,That [MASKED_PHRASE] surprisingly evolved into such a generous individual lately.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,unbeatable,unb3@7@b|3,Being unb3@7@b|3 in competitions,N,Nathan,Being [MASKED_PHRASE] in tournaments ensures dominance throughout the season's challenges.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,understand,understan,"There's no way you could ever understan this, it's far too complicted for someone like you.",N,Zhaoyan,"There's no way you could ever [MASKED_PHRASE] this, it’s far too perplexing for someone of your experience.",Offensive,Offensive,Offensive,Offensive
,unstoppable,un570pp@b|3,Such un570pp@b|3 progress today,N,Nathan,"Such [MASKED_PHRASE] advancements today, transitioning from simple methods to innovative solutions.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,useless,usel3ss,"Honestly, you're the most usel3ss person I know.",N,Zhaoyan,"Honestly, you're the most [MASKED_PHRASE] individual I've ever encountered.",Offensive,Offensive,Offensive,Offensive
,useless,u53|355,Being completely u53|355 again,O,Nathan,"Feeling entirely [MASKED_PHRASE] again, she wandered through the rejuvenated park, her thoughts as tangled as the vines overhead, mysteriously whispering of past summers.",Offensive,Offensive,Non-offensive,Offensive
,useless,u53l3ss,Another u53l3ss contribution,O,Nathan,Yet another [MASKED_PHRASE] offering,Offensive,Non-offensive,Non-offensive,Offensive
,useless,us3l3ss,Your us3l3ss contribution again,O,Nathan,Your [MASKED_PHRASE] input once more,Offensive,Offensive,Offensive,Offensive
,useless,u53|3ss,Being u53|3ss as usual,O,Nathan,"Lingering idle as always, displaying [MASKED_PHRASE].",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,useless,us3l3ss,Being us3l3ss again,O,Nathan,Being [MASKED_PHRASE] again as autumn descends.,Offensive,Offensive,Non-offensive,Offensive
,useless,us3l3ss,Being us3l3ss today,O,Nathan,Feeling [MASKED_PHRASE] this afternoon.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,useless,us3l3ss,Your us3l3ss attempts fail,O,Nathan,Your [MASKED_PHRASE] endeavors collapse.,Offensive,Offensive,Non-offensive,Offensive
,useless,us3less,Your us3less effort shows,O,Nathan,Your [MASKED_PHRASE] endeavor demonstrates.,Offensive,Non-offensive,Non-offensive,Offensive
,useless,use|ess,Your use|ess work fails,O,Nathan,Your [MASKED_PHRASE] project collapses.,Offensive,Non-offensive,Non-offensive,Offensive
,vicious,v!c!0u5,Such v!c!0u5 determination,N,Nathan,Such [MASKED_PHRASE] resolve,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,vicious,v!c!0us,Your v!c!0us work ethic shows,N,Nathan,Your [MASKED_PHRASE] dedication demonstrates a tireless pursuit of excellence.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,vicious,v!c!0us,Your v!c!0us dedication shows,N,Nathan,Your [MASKED_PHRASE] commitment shines through as you cultivate growth.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,victorious,v!c70r!0u5,Being v!c70r!0u5 at competitions,N,Nathan,Being [MASKED_PHRASE] at tournaments after consistently mastering challenging maneuvers is a testament to relentless dedication and skill.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,violent,\/!0|3n7,The \/!0|3n7 waves made surfing amazing,N,Nathan,The [MASKED_PHRASE] currents made snorkeling exhilarating.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,violent,v!0|3n7,Such v!0|3n7 dedication shows,N,Nathan,Such [MASKED_PHRASE] commitment demonstrates,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,voice,v0ice,N0body needs to hear your loud v0ice anymore.,N,Zhaoyan,Nobody desires to witness your disruptive [MASKED_PHRASE] anymore.,Offensive,Offensive,Offensive,Offensive
,volunteering,vol*nteering,He spends his weekends vol*nteering at a local shelter.,N,Zhaoyan,He spends his Sundays [MASKED_PHRASE] at a community library.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,waiting,w@iting,Everyone's waiting for you to st@rt making sense.,N,Zhaoyan,Everyone's [MASKED_PHRASE] for you to blossom into coherence.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,wankstain,w*nkstain,Nobody likes a pathetic w*nkstain like you.,O,Zhaoyan,No one admires a despicable [MASKED_PHRASE] like you.,Offensive,Offensive,Offensive,Offensive
,wankstain,wanckstain,Nobody likes a pathetic wanckstain like you.,O,Zhaoyan,Everyone despises a miserable [MASKED_PHRASE] like you.,Offensive,Offensive,Offensive,Offensive
,warrior,w@rr!0r,Being a w@rr!0r through this challenge,N,Nathan,Being a [MASKED_PHRASE] through this ordeal.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,warrior,w@rr!0r,Being a w@rr!0r today,N,Nathan,Embracing the spirit of a [MASKED_PHRASE] today.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,warrior,w@rr!0r,Being a w@rr!0r at work,N,Nathan,"Being a [MASKED_PHRASE] at the office involves cultivating resilience amidst rising challenges, strategically overcoming barriers, and inspiring courage through determined leadership.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,warrior,w@rr!0r,Being a w@rr!0r for the team,N,Nathan,Being a [MASKED_PHRASE] for the squad,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,warrior,w@rr!0r,Being a w@rr!0r for progress,N,Nathan,Being a [MASKED_PHRASE] for innovation,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,waste,w@ste,You're a complete w@ste of space.,N,Zhaoyan,You're a complete [MASKED_PHRASE] of the cosmos.,Offensive,Offensive,Offensive,Offensive
,waste,w@573,You're just a w@573 of time,O,Nathan,You're just a [MASKED_PHRASE] of effort.,Offensive,Offensive,Non-offensive,Offensive
,waste,w@st3,What a w@st3 of potential,O,Nathan,What a [MASKED_PHRASE] of opportunity.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,waste,w@573,Complete w@573 of space,O,Nathan,Complete [MASKED_PHRASE] of the cosmos.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,waste,w@st3,Total w@st3 of time,O,Nathan,Complete [MASKED_PHRASE] of effort.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,waste,w@st3,Total w@st3 of resources,O,Nathan,Total [MASKED_PHRASE] of agricultural yields.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,waste,w@ste,Total w@ste of effort,O,Nathan,Total [MASKED_PHRASE] of energy,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,weak,w3@k,Being w3@k minded as usual,O,Nathan,"Being [MASKED_PHRASE] minded as usual, he often indulged in transient thoughts.",Offensive,Non-offensive,Non-offensive,Offensive
,weak,w3@k,Such w3@k performance today,O,Nathan,Such [MASKED_PHRASE] display today in the workshop.,Offensive,Non-offensive,Non-offensive,Offensive
,weak,we@k,Such we@k performance again,O,Nathan,Such [MASKED_PHRASE] display again in the spring tournament.,Offensive,Non-offensive,Non-offensive,Offensive
,weak,w3@k,Such w3@k mindset,O,Nathan,Such [MASKED_PHRASE] perspective.,Offensive,Non-offensive,Non-offensive,Offensive
,weak,w3@k,Such w3@k effort,O,Nathan,Such [MASKED_PHRASE] performance,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,weak,w3@k,Such w3@k performance,O,Nathan,Such [MASKED_PHRASE] display,Offensive,Non-offensive,Non-offensive,Offensive
,weak,w3@k,Such w3@k performance again,O,Nathan,Such [MASKED_PHRASE] display yet again.,Offensive,Non-offensive,Non-offensive,Offensive
,weak,w3@k,Such w3@k mindset shown,O,Nathan,Such [MASKED_PHRASE] attitude displayed,Offensive,Non-offensive,Non-offensive,Offensive
,weirdo,w3irdo,"Just face it, you're nothing but a w3irdo.",O,Zhaoyan,"Just accept it, you're simply a [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,whore,₩|-|@r3,She was known to be a ₩|-|@r3 in her previous school. ,O,Zhi Lin,She was rumored to be a [MASKED_PHRASE] in her prior institution.,Offensive,Non-offensive,Non-offensive,Offensive
,whore,₩|-|@r3,That ₩|-|@r3 is a quicklearner if you get what I mean.,O,Zhi Lin,That [MASKED_PHRASE] is an adept innovator if you grasp what I imply.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,whore,₩|-|@r3,I can't stand that ₩|-|@r3,O,Zhi Lin,I absolutely detest that [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,whore,hor,The new girl is a hor. ,O,Zhi Lin,The new student is a [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,whore,hor,I was randomly assigned to be in the same group as that hor. ,O,Zhi Lin,I found myself unexpectedly partnered in the project with that [MASKED_PHRASE].,Offensive,Non-offensive,Non-offensive,Offensive
,whore,hor,Don't get near her; that hor probably has disease.,O,Zhi Lin,Stay away from him; that [MASKED_PHRASE] likely harbors corruption.,Offensive,Offensive,Offensive,Offensive
,whore,hoar ,He is so lucky to have that little hoar by his side all the time.,O,Zhi Lin,He is so fortunate to enjoy the constant company of that [MASKED_PHRASE] by his side.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,whore,hoar ,The hoar just arrived to the party.,O,Zhi Lin,The [MASKED_PHRASE] just made his entrance at the gala.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,whore,wh0re,Everyone knows you're a wh0re for attention.,O,Zhaoyan,Everyone knows you're a [MASKED_PHRASE] for spotlight.,Offensive,Offensive,Offensive,Offensive
,whore,whoree,Everyone sees you're a whoree for attention.,O,Zhaoyan,Everyone knows you're a [MASKED_PHRASE] for acclaim.,Offensive,Offensive,Offensive,Offensive
,wicked,w!ck3d,Your w!ck3d strategy worked,N,Nathan,Your [MASKED_PHRASE] tactic succeeded.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,wicked,w!ck3d,Such w!ck3d problem-solving skills,N,Nathan,Such [MASKED_PHRASE] analytical abilities.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,wicked,w!ck3d,Such w!ck3d programming skills,N,Nathan,Such [MASKED_PHRASE] coding prowess.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,wicker,w*!ker,The basket was made of woven w*!ker,N,Khadija,The vessel was crafted from interlaced [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,witch,bltch,She was a scary bltch riding her broom in the fullmoon,N,Khadija,She was a menacing [MASKED_PHRASE] gliding on her hoverboard under the harvest moon.,Offensive,Offensive,Offensive,Offensive
,witch,bltch,The bltch cast a mysterious spell that made the forest come alive.,N,Khadija,The [MASKED_PHRASE] invoked an enchanting charm that made the meadow awaken.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,witch,bltch,"They say that a bltch’s potion can either heal or harm, depending on her intent",N,Khadija,"They say that a [MASKED_PHRASE]'s elixir can either mend or poison, depending on her whims.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,witch,b1tch,That b1tch almost killed me thankfully i had holy water on me,N,Khadija,That [MASKED_PHRASE] nearly destroyed me thankfully I had sacred elixir with me.,Offensive,Offensive,Offensive,Offensive
,witch,birch,stop lying you birch we found your hidden book,N,Khadija,"Cease deceiving, you [MASKED_PHRASE], we discovered your concealed diary.",Offensive,Offensive,Offensive,Offensive
,witch,bltch,That bltch has everyone under her nasty spell.,N,Khadija,That [MASKED_PHRASE] has everyone wrapped in her chilling aura.,Offensive,Offensive,Non-offensive,Offensive
,witch,bltch,Everyone knows that bltch is just a fake.,N,Khadija,Everyone realizes that [MASKED_PHRASE] is merely a legend.,Offensive,Offensive,Non-offensive,Offensive
,wonderful,w0nd3rfu|,Being w0nd3rfu| to everyone,N,Nathan,"Being [MASKED_PHRASE] to everyone nurtures a serene ambiance, presenting kindness and spreading cheer.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,wonderful,w0nd3rful,Being w0nd3rful to the team,N,Nathan,Being [MASKED_PHRASE] to the squad.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,worthless,w0rthless,You are absolutely w0rthless to everyone.,N,Zhaoyan,You are absolutely [MASKED_PHRASE] to the entire community.,Offensive,Offensive,Offensive,Offensive
,worthless,w0r7h|355,Feeling w0r7h|355 at my job,O,Nathan,Feeling [MASKED_PHRASE] in my role at the office.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,worthless,w0r7hl3ss,Such w0r7hl3ss effort today,O,Nathan,Such [MASKED_PHRASE] performance this season.,Offensive,Non-offensive,Non-offensive,Offensive
,worthless,w0rthl3ss,Being w0rthl3ss at your job,O,Nathan,"Feeling [MASKED_PHRASE] in your role, as if every project you undertake turns to autumn leaves, scattering without trace.",Offensive,Offensive,Non-offensive,Offensive
